airportCode
LZTN
LZTT
LZZI
MBPV
MDCY
MDLR
MDPC
MDPP
MDSD
MGGT
MHLM
MKJP
MKJS
MMGL
MMMX
MMPR
MMQT
MMTO
MMUN
MPDA
MPTO
MRLB
MROC
MSLP
MTPP
MUCC
MUCL
MUCM
MUCU
MUHA
MUHG
MUSC
MUVR
MWCR
MYAM
MYEF
MYEH
MYGF
MYNN
MYSM
OAHR
OAIX
OAKB
OAKN
OAMS
OBBI
OBBS
OEDF
OEDR
OEGN
OEGS
OEHL
OEJN
OEMA
OEPS
OERK
OERR
OERY
OESH
OESK
OETB
OETF
OEWJ
OEYN
OIAW
OIBB
OICS
OIFM
OIGG
OIIE
OIII
OIKK
OIKQ
OIMM
OINZ
OISS
OITR
OITT
OIYY
OIZH
OJAI
OJAM
OJAQ
OKAS
OKBK
OLBA
OMAA
OMAD
OMAL
OMAM
OMDB
OMDM
OMDW
OMFJ
OMRK
OMSJ
OOMS
OOSA
OOTH
OPKC
OPLA
OPRN
OPST
ORAA
ORBI
ORER
ORMM
ORNI
ORSU
OSDI
OSLK
OTBD
OTBH
OTHH
OYAA
PAED
PAEI
PAFA
PANC
RCSS
RCTP
RJAA
RJBB
RJCC
RJFF
RJGG
RJNK
RJTT
RKPK
RKSI
RKSS
RPLL
SAAR
SABE
SAEZ
SBBE
SBBR
SBCF
SBCT
SBFZ
SBGL
SBGR
SBKP
SBPA
SBPL
SBPS
SBRF
SBSG
SBSV
SCEL
SEGU
SEQM
SGAS
SKBO
SKCG
SKCL
SKRG
SLCB
SLLP
SLVR
SMJP
SOCA
SUDU
SULS
SUMU
SVMI
TAPA
TBPB
TFFF
TFFR
TGPY
TIST
TISX
TJBQ
TJSJ
TLPL
TNCA
TNCB
TNCC
TNCM
TQPF
TTCP
TTPP
TUPJ
TXKF
UAAA
UACC
UADD
UAII
UAKK
UARR
UASK
UASP
UATE
UATG
UATT
UAUU
UBBB
UBBG
UBBL
UBBN
UBBQ
UDSG
UDYE
UDYZ
UGKO
UGSB
UGTB
UHHH
UHWW
UIBB
UIII
UKBB
UKDD
UKDE
UKDR
UKHH
UKKG
UKKK
UKKM
UKKV
UKLI
UKLL
UKLN
UKLR
UKLT
UKLU
UKOH
UKOO
UKWW
ULAA
ULLI
ULMM
ULOO
ULPB
UMBB
UMGG
UMII
UMKK
UMMA
UMMG
UMMM
UMMS
UMOO
UNBB
UNEE
UNKL
UNNT
UNOO
UNTT
UNWW
URKA
URKK
URMG
URML
URMM
URMN
URMO
URMT
URSS
URWA
URWW
USCC
USCM
USDA
USHH
USNN
USPP
USRR
USSS
USTR
UTAA
UTAK
UTAM
UTDD
UTNN
UTNU
UTSA
UTSB
UTTT
UUBC
UUBP
UUBW
UUDD
UUDL
UUEE
UUMO
UUMU
UUOB
UUOK
UUOL
UUOO
UUWW
UUYY
UWGG
UWKD
UWKE
UWKS
UWLW
UWOO
UWSS
UWUU
UWWW
VAAH
VABB
VAPO
VCBI
VCRI
VECC
VGEG
VGSY
VHHH
VIAR
VIDP
VIGR
VIJP
VILK
VMMC
VNKT
VOBL
VOCI
VOHS
VOMM
VRMG
VRMM
VTBD
VTBS
VTBU
VTSG
VTSM
VTSP
VVCR
VVNB
VVPQ
VVTS
WADD
WIII
WMKJ
WMKK
WMKP
WMSA
WSSL
WSSS
ZBAA
ZBDS
ZBTJ
ZGGG
ZGHA
ZGKL
ZGSZ
ZHCC
ZHHH
ZLXY
ZMUB
ZPPP
ZSAM
ZSFZ
ZSHC
ZSJN
ZSNB
ZSNJ
ZSPD
ZSQD
ZSSS
ZUCK
ZUGY
ZUUU
ZWWW
ZYTL
ZYTX
