month,origin_country,destination_country,flights
03,Armenia,Switzerland,1
03,Aruba,Netherlands,23
03,Aruba,Sweden,2
03,Aruba,Spain,1
03,Australia,United Kingdom,8
03,Austria,Germany,3284
03,Austria,United Kingdom,1018
03,Austria,Austria,1011
03,Austria,Switzerland,674
03,Austria,Netherlands,618
03,Austria,Italy,573
03,Austria,France,532
03,Austria,Spain,360
03,Austria,Russia,313
03,Austria,Turkey,303
03,Austria,Belgium,277
03,Austria,Romania,233
03,Austria,Poland,204
03,Austria,Denmark,199
03,Austria,Sweden,184
03,Austria,Serbia,178
03,Austria,Bulgaria,176
03,Austria,Czech Republic,169
03,Austria,Ukraine,168
03,Austria,Croatia,158
03,Austria,Egypt,115
03,Austria,Israel,110
03,Austria,United States,104
03,Austria,Hungary,102
03,Austria,Luxembourg,99
03,Austria,Norway,98
03,Austria,Greece,92
03,Austria,Finland,86
03,Austria,Iran,75
03,Austria,Portugal,74
03,Austria,Thailand,66
03,Austria,United Arab Emirates,64
03,Austria,Slovenia,62
03,Austria,Slovakia,56
03,Austria,Ireland,56
03,Austria,Qatar,54
03,Austria,Albania,52
03,Austria,Latvia,50
03,Austria,Macedonia,49
03,Austria,China,49
03,Austria,Bosnia and Herzegovina,45
03,Austria,Cyprus,45
03,Austria,Belarus,43
03,Austria,Moldova,38
03,Austria,Montenegro,36
03,Austria,Jordan,34
03,Austria,Taiwan,32
03,Austria,Malta,32
03,Austria,Lithuania,28
03,Austria,Ethiopia,23
03,Austria,Estonia,23
03,Austria,Morocco,23
03,Austria,Canada,20
03,Austria,Armenia,18
03,Austria,Hong Kong,18
03,Austria,India,13
03,Austria,Maldives,11
03,Austria,Tunisia,11
03,Austria,Georgia,11
03,Austria,Algeria,11
03,Austria,Mauritius,10
03,Austria,Iraq,6
03,Austria,South Korea,5
03,Austria,Sri Lanka,4
03,Austria,Cuba,4
03,Austria,Seychelles,4
03,Austria,Iceland,3
03,Austria,Lebanon,2
03,Austria,Jersey,2
03,Austria,Kazakhstan,2
03,Austria,Azerbaijan,1
03,Austria,Cape Verde,1
03,Austria,Gibraltar,1
03,Austria,Libya,1
03,Austria,Nigeria,1
03,Austria,Saudi Arabia,1
03,Azerbaijan,Azerbaijan,433
03,Azerbaijan,Russia,408
03,Azerbaijan,Turkey,306
03,Azerbaijan,United Arab Emirates,264
03,Azerbaijan,Georgia,105
03,Azerbaijan,Kazakhstan,86
03,Azerbaijan,Iran,86
03,Azerbaijan,Ukraine,74
03,Azerbaijan,China,67
03,Azerbaijan,Qatar,62
03,Azerbaijan,Germany,57
03,Azerbaijan,Iraq,48
03,Azerbaijan,Afghanistan,37
03,Azerbaijan,Italy,33
03,Azerbaijan,Luxembourg,31
03,Azerbaijan,Israel,30
03,Azerbaijan,Kuwait,29
03,Azerbaijan,United States,26
03,Azerbaijan,Netherlands,26
03,Azerbaijan,United Kingdom,22
03,Azerbaijan,Turkmenistan,21
03,Azerbaijan,Belarus,17
03,Azerbaijan,Hungary,17
03,Azerbaijan,Austria,15
03,Azerbaijan,Japan,14
03,Azerbaijan,Singapore,13
03,Azerbaijan,Hong Kong,11
03,Azerbaijan,Bulgaria,10
03,Azerbaijan,Uzbekistan,9
03,Azerbaijan,France,8
03,Azerbaijan,Serbia,7
03,Azerbaijan,Malaysia,6
03,Azerbaijan,Taiwan,5
03,Azerbaijan,Kenya,4
03,Azerbaijan,South Korea,4
03,Azerbaijan,Saudi Arabia,4
03,Azerbaijan,Spain,4
03,Azerbaijan,Bosnia and Herzegovina,3
03,Azerbaijan,Greece,2
03,Azerbaijan,India,2
03,Azerbaijan,Sweden,2
03,Azerbaijan,Czech Republic,2
03,Azerbaijan,Romania,2
03,Azerbaijan,Belgium,1
03,Azerbaijan,Switzerland,1
03,Azerbaijan,Pakistan,1
03,Azerbaijan,Indonesia,1
03,Azerbaijan,Djibouti,1
03,Azerbaijan,Slovenia,1
03,Azerbaijan,Thailand,1
03,Bahamas,United Kingdom,21
03,Bahamas,Netherlands,1
03,Bahamas,Italy,1
03,Bahamas,Russia,1
03,Bahamas,Switzerland,1
03,Bahrain,Turkey,102
03,Bahrain,United Kingdom,92
03,Bahrain,Lebanon,54
03,Bahrain,Germany,51
03,Bahrain,Russia,32
03,Bahrain,France,31
03,Bahrain,Cyprus,24
03,Bahrain,Greece,22
03,Bahrain,Italy,17
03,Bahrain,Georgia,14
03,Bahrain,Belgium,4
03,Bahrain,Azerbaijan,2
03,Bahrain,Ireland,1
03,Bahrain,Luxembourg,1
03,Bahrain,Switzerland,1
03,Barbados,United Kingdom,159
03,Barbados,Germany,28
03,Barbados,Netherlands,9
03,Barbados,Belgium,2
03,Barbados,Isle of Man,1
03,Barbados,Portugal,1
03,Barbados,Austria,1
03,Barbados,Ireland,1
03,Belarus,Ukraine,347
03,Belarus,Germany,88
03,Belarus,Poland,77
03,Belarus,Russia,62
03,Belarus,Lithuania,53
03,Belarus,Turkey,48
03,Belarus,Austria,42
03,Belarus,Georgia,41
03,Belarus,Egypt,40
03,Belarus,Italy,37
03,Belarus,Latvia,36
03,Belarus,Czech Republic,34
03,Belarus,France,30
03,Belarus,Netherlands,27
03,Belarus,Hungary,27
03,Belarus,Israel,20
03,Belarus,Azerbaijan,18
03,Belarus,Sweden,16
03,Belarus,United Arab Emirates,15
03,Belarus,Switzerland,15
03,Belarus,Belgium,14
03,Belarus,United Kingdom,14
03,Belarus,Finland,12
03,Belarus,Spain,12
03,Belarus,Serbia,7
03,Belarus,Cyprus,6
03,Belarus,Iraq,5
03,Belarus,Lebanon,4
03,Belarus,Saudi Arabia,4
03,Belarus,Armenia,2
03,Belarus,Greece,1
03,Belarus,Ethiopia,1
03,Belarus,Romania,1
03,Belarus,Algeria,1
03,Belgium,Spain,1644
03,Belgium,Italy,1198
03,Belgium,Germany,1190
03,Belgium,France,1150
03,Belgium,United Kingdom,1035
03,Belgium,Switzerland,502
03,Belgium,Portugal,382
03,Belgium,Morocco,360
03,Belgium,Poland,343
03,Belgium,Sweden,325
03,Belgium,Denmark,308
03,Belgium,United States,296
03,Belgium,Austria,263
03,Belgium,Turkey,253
03,Belgium,Romania,212
03,Belgium,Czech Republic,202
03,Belgium,Hungary,191
03,Belgium,Netherlands,187
03,Belgium,Ireland,166
03,Belgium,United Arab Emirates,165
03,Belgium,Norway,154
03,Belgium,Greece,141
03,Belgium,Finland,141
03,Belgium,Israel,130
03,Belgium,Qatar,117
03,Belgium,Belgium,114
03,Belgium,Russia,102
03,Belgium,Egypt,94
03,Belgium,China,93
03,Belgium,Bulgaria,85
03,Belgium,Malta,68
03,Belgium,Latvia,67
03,Belgium,Tunisia,66
03,Belgium,Slovenia,65
03,Belgium,Croatia,63
03,Belgium,Iceland,53
03,Belgium,Canada,45
03,Belgium,Estonia,43
03,Belgium,Ukraine,42
03,Belgium,Nigeria,38
03,Belgium,Algeria,36
03,Belgium,India,36
03,Belgium,Rwanda,34
03,Belgium,Lithuania,34
03,Belgium,Japan,32
03,Belgium,Senegal,31
03,Belgium,Cameroon,31
03,Belgium,Ghana,23
03,Belgium,Thailand,23
03,Belgium,Cyprus,23
03,Belgium,Serbia,23
03,Belgium,Dominican Republic,22
03,Belgium,Hong Kong,22
03,Belgium,Mexico,20
03,Belgium,Cape Verde,18
03,Belgium,Albania,18
03,Belgium,Sierra Leone,17
03,Belgium,Slovakia,15
03,Belgium,Lebanon,15
03,Belgium,South Korea,14
03,Belgium,Belarus,14
03,Belgium,Cote d'Ivoire,14
03,Belgium,Luxembourg,13
03,Belgium,Saudi Arabia,13
03,Belgium,Burkina Faso,13
03,Belgium,Congo (Kinshasa),12
03,Belgium,South Africa,10
03,Belgium,Montenegro,10
03,Belgium,Macedonia,10
03,Belgium,Ethiopia,10
03,Belgium,Moldova,9
03,Belgium,Cuba,9
03,Belgium,Iran,9
03,Belgium,Angola,9
03,Belgium,Gambia,8
03,Belgium,Kuwait,7
03,Belgium,Niger,5
03,Belgium,Burundi,4
03,Belgium,Georgia,4
03,Belgium,Sudan,3
03,Belgium,Togo,3
03,Belgium,Gabon,3
03,Belgium,Djibouti,3
03,Belgium,Libya,2
03,Belgium,Netherlands Antilles,1
03,Belgium,Central African Republic,1
03,Belgium,Seychelles,1
03,Belgium,Bahrain,1
03,Belgium,Namibia,1
03,Belgium,Mauritania,1
03,Belgium,Afghanistan,1
03,Belgium,Guadeloupe,1
03,Belgium,Turkmenistan,1
03,Belgium,Kenya,1
03,Belgium,Jersey,1
03,Belgium,Uzbekistan,1
03,Belgium,Uganda,1
03,Benin,France,36
03,Benin,Morocco,4
03,Bermuda,United Kingdom,24
03,Bermuda,Spain,2
03,Bermuda,Germany,1
03,Bermuda,Italy,1
03,Bermuda,France,1
03,Bolivia,Spain,31
03,Bosnia and Herzegovina,Germany,118
03,Bosnia and Herzegovina,Turkey,82
03,Bosnia and Herzegovina,Croatia,57
03,Bosnia and Herzegovina,Slovenia,52
03,Bosnia and Herzegovina,Sweden,49
03,Bosnia and Herzegovina,Serbia,48
03,Bosnia and Herzegovina,Austria,43
03,Bosnia and Herzegovina,Italy,31
03,Bosnia and Herzegovina,United Arab Emirates,30
03,Bosnia and Herzegovina,France,18
03,Bosnia and Herzegovina,Qatar,17
03,Bosnia and Herzegovina,Denmark,13
03,Bosnia and Herzegovina,Netherlands,9
03,Bosnia and Herzegovina,Hungary,9
03,Bosnia and Herzegovina,Montenegro,7
03,Bosnia and Herzegovina,Kuwait,5
03,Bosnia and Herzegovina,Switzerland,5
03,Bosnia and Herzegovina,Azerbaijan,3
03,Bosnia and Herzegovina,Slovakia,2
03,Bosnia and Herzegovina,United Kingdom,1
03,Bosnia and Herzegovina,Albania,1
03,Bosnia and Herzegovina,Bulgaria,1
03,Bosnia and Herzegovina,Bosnia and Herzegovina,1
03,Brazil,Portugal,330
03,Brazil,Spain,182
03,Brazil,Italy,119
03,Brazil,France,117
03,Brazil,Germany,109
03,Brazil,United Kingdom,87
03,Brazil,Netherlands,62
03,Brazil,Switzerland,40
03,Brazil,Morocco,32
03,Brazil,Qatar,31
03,Brazil,Turkey,24
03,Brazil,Luxembourg,11
03,Brazil,Poland,2
03,Bulgaria,Germany,384
03,Bulgaria,United Kingdom,383
03,Bulgaria,Bulgaria,234
03,Bulgaria,Italy,202
03,Bulgaria,Austria,177
03,Bulgaria,Spain,110
03,Bulgaria,Turkey,108
03,Bulgaria,Israel,107
03,Bulgaria,Netherlands,107
03,Bulgaria,Russia,95
03,Bulgaria,Greece,94
03,Bulgaria,Romania,94
03,Bulgaria,Belgium,81
03,Bulgaria,Poland,78
03,Bulgaria,France,65
03,Bulgaria,Serbia,57
03,Bulgaria,Ukraine,41
03,Bulgaria,Cyprus,37
03,Bulgaria,Qatar,36
03,Bulgaria,Czech Republic,34
03,Bulgaria,United Arab Emirates,31
03,Bulgaria,Switzerland,28
03,Bulgaria,Slovakia,18
03,Bulgaria,Hungary,14
03,Bulgaria,Ireland,13
03,Bulgaria,Denmark,13
03,Bulgaria,Egypt,13
03,Bulgaria,Malta,12
03,Bulgaria,Azerbaijan,11
03,Bulgaria,Slovenia,5
03,Bulgaria,Saudi Arabia,4
03,Bulgaria,Macedonia,4
03,Bulgaria,Kuwait,3
03,Bulgaria,Sweden,3
03,Bulgaria,Croatia,3
03,Bulgaria,Finland,3
03,Bulgaria,Iceland,2
03,Bulgaria,Portugal,2
03,Bulgaria,Latvia,2
03,Bulgaria,Luxembourg,1
03,Bulgaria,Montenegro,1
03,Bulgaria,Afghanistan,1
03,Bulgaria,Turkmenistan,1
03,Bulgaria,Moldova,1
03,Bulgaria,Albania,1
03,Bulgaria,Chad,1
03,Bulgaria,Iran,1
03,Bulgaria,Lithuania,1
03,Bulgaria,Norway,1
03,Burkina Faso,Morocco,20
03,Burkina Faso,Turkey,18
03,Burkina Faso,Belgium,14
03,Burkina Faso,France,4
03,Cameroon,France,49
03,Cameroon,Belgium,29
03,Cameroon,Turkey,23
03,Cameroon,Morocco,21
03,Cameroon,Germany,2
03,Cameroon,Italy,2
03,Cameroon,Spain,2
03,Cameroon,United Kingdom,1
03,Cameroon,Switzerland,1
03,Canada,United Kingdom,527
03,Canada,Germany,264
03,Canada,France,216
03,Canada,Netherlands,171
03,Canada,Switzerland,88
03,Canada,India,63
03,Canada,Portugal,54
03,Canada,Ireland,51
03,Canada,Belgium,49
03,Canada,Turkey,46
03,Canada,Israel,45
03,Canada,Morocco,43
03,Canada,United Arab Emirates,41
03,Canada,Italy,36
03,Canada,Spain,31
03,Canada,Poland,23
03,Canada,Austria,21
03,Canada,Ethiopia,21
03,Canada,China,18
03,Canada,Algeria,18
03,Canada,Saudi Arabia,18
03,Canada,Denmark,18
03,Canada,Pakistan,18
03,Canada,Egypt,14
03,Canada,Qatar,14
03,Canada,Jordan,9
03,Canada,Luxembourg,9
03,Canada,Tunisia,6
03,Canada,Hong Kong,3
03,Canada,Ukraine,2
03,Canada,Czech Republic,2
03,Canada,Finland,1
03,Canada,Hungary,1
03,Canada,Sweden,1
03,Cape Verde,Portugal,138
03,Cape Verde,United Kingdom,97
03,Cape Verde,Netherlands,45
03,Cape Verde,Spain,42
03,Cape Verde,France,40
03,Cape Verde,Germany,32
03,Cape Verde,Belgium,27
03,Cape Verde,Sweden,20
03,Cape Verde,Italy,20
03,Cape Verde,Czech Republic,10
03,Cape Verde,Morocco,10
03,Cape Verde,United States,8
03,Cape Verde,Finland,7
03,Cape Verde,Luxembourg,5
03,Cape Verde,Denmark,5
03,Cape Verde,Poland,3
03,Cape Verde,Netherlands Antilles,1
03,Cape Verde,Iceland,1
03,Cayman Islands,Portugal,1
03,Cayman Islands,France,1
03,Central African Republic,Morocco,13
03,Central African Republic,Portugal,1
03,Chad,France,15
03,Chad,Morocco,14
03,Chad,Turkey,8
03,Chad,Luxembourg,2
03,Chad,Belgium,1
03,Chile,Spain,65
03,Chile,France,31
03,Chile,Italy,22
03,Chile,United Kingdom,17
03,China,Germany,585
03,China,Netherlands,339
03,China,France,330
03,China,United Kingdom,277
03,China,Italy,184
03,China,Turkey,93
03,China,Switzerland,89
03,China,Spain,78
03,China,Belgium,75
03,China,Finland,72
03,China,Denmark,65
03,China,Austria,50
03,China,Czech Republic,41
03,China,Azerbaijan,41
03,China,Israel,40
03,China,Poland,27
03,China,Sweden,25
03,China,Egypt,25
03,China,Ukraine,22
03,China,Portugal,14
03,China,Georgia,12
03,China,Luxembourg,10
03,China,Greece,9
03,China,Algeria,9
03,China,Turkmenistan,1
03,China,Lithuania,1
03,China,Hungary,1
03,Colombia,Spain,240
03,Colombia,United Kingdom,30
03,Colombia,France,29
03,Colombia,Germany,23
03,Colombia,Netherlands,15
03,Colombia,Portugal,1
03,Colombia,Turkey,1
03,Colombia,Belgium,1
03,Congo (Brazzaville),France,46
03,Congo (Brazzaville),Morocco,14
03,Congo (Brazzaville),Belgium,6
03,Congo (Kinshasa),Morocco,14
03,Congo (Kinshasa),Belgium,14
03,Congo (Kinshasa),France,13
03,Congo (Kinshasa),Israel,2
03,Congo (Kinshasa),Malta,1
03,Congo (Kinshasa),Netherlands,1
03,Congo (Kinshasa),Switzerland,1
03,Costa Rica,Spain,26
03,Costa Rica,United Kingdom,17
03,Costa Rica,France,13
03,Costa Rica,Switzerland,9
03,Costa Rica,Netherlands,5
03,Costa Rica,Finland,1
03,Costa Rica,Germany,1
03,Cote d'Ivoire,France,59
03,Cote d'Ivoire,Morocco,37
03,Cote d'Ivoire,Turkey,20
03,Cote d'Ivoire,Belgium,13
03,Cote d'Ivoire,Portugal,12
03,Cote d'Ivoire,Spain,2
03,Cote d'Ivoire,Belarus,1
03,Croatia,Croatia,679
03,Croatia,Germany,526
03,Croatia,Austria,166
03,Croatia,Italy,101
03,Croatia,France,101
03,Croatia,United Kingdom,83
03,Croatia,Switzerland,76
03,Croatia,Turkey,75
03,Croatia,Qatar,69
03,Croatia,Belgium,67
03,Croatia,Netherlands,62
03,Croatia,Bosnia and Herzegovina,57
03,Croatia,Serbia,46
03,Croatia,Poland,43
03,Croatia,Denmark,41
03,Croatia,Macedonia,31
03,Croatia,Spain,30
03,Croatia,United Arab Emirates,24
03,Croatia,Russia,21
03,Croatia,Sweden,19
03,Croatia,Norway,14
03,Croatia,Czech Republic,8
03,Croatia,Ireland,8
03,Croatia,Finland,7
03,Croatia,Hungary,5
03,Croatia,Israel,5
03,Croatia,Slovakia,2
03,Croatia,Slovenia,2
03,Croatia,Bulgaria,2
03,Croatia,Morocco,2
03,Croatia,Lithuania,2
03,Croatia,Portugal,2
03,Croatia,Greece,2
03,Croatia,Algeria,2
03,Croatia,Belarus,1
03,Croatia,Montenegro,1
03,Croatia,Romania,1
03,Croatia,Luxembourg,1
03,Cuba,France,87
03,Cuba,Spain,84
03,Cuba,Germany,74
03,Cuba,Italy,54
03,Cuba,Russia,51
03,Cuba,United Kingdom,38
03,Cuba,Netherlands,30
03,Cuba,Switzerland,9
03,Cuba,Poland,8
03,Cuba,Finland,7
03,Cuba,Austria,4
03,Cuba,Sweden,2
03,Cuba,Portugal,1
03,Cyprus,Greece,515
03,Cyprus,United Kingdom,481
03,Cyprus,Israel,221
03,Cyprus,Russia,205
03,Cyprus,Germany,140
03,Cyprus,Romania,75
03,Cyprus,Qatar,62
03,Cyprus,Lebanon,58
03,Cyprus,United Arab Emirates,51
03,Cyprus,Poland,50
03,Cyprus,Ukraine,42
03,Cyprus,Austria,40
03,Cyprus,Bulgaria,37
03,Cyprus,Egypt,34
03,Cyprus,France,34
03,Cyprus,Malta,33
03,Cyprus,Jordan,31
03,Cyprus,Italy,26
03,Cyprus,Bahrain,24
03,Cyprus,Switzerland,21
03,Cyprus,Hungary,18
03,Cyprus,Sweden,18
03,Cyprus,Spain,14
03,Cyprus,Serbia,14
03,Cyprus,Belgium,13
03,Cyprus,Ireland,11
03,Cyprus,Cyprus,11
03,Cyprus,Lithuania,10
03,Cyprus,Georgia,10
03,Cyprus,Netherlands,9
03,Cyprus,Norway,9
03,Cyprus,Latvia,9
03,Cyprus,Denmark,9
03,Cyprus,Iran,9
03,Cyprus,Moldova,8
03,Cyprus,Belarus,8
03,Cyprus,Oman,5
03,Cyprus,Czech Republic,4
03,Cyprus,Saudi Arabia,4
03,Cyprus,Slovakia,3
03,Cyprus,Luxembourg,3
03,Cyprus,Kuwait,2
03,Cyprus,Montenegro,2
03,Cyprus,Morocco,2
03,Cyprus,Estonia,2
03,Cyprus,Slovenia,1
03,Cyprus,Azerbaijan,1
03,Cyprus,Armenia,1
03,Cyprus,Vietnam,1
03,Cyprus,Finland,1
03,Cyprus,Iraq,1
03,Cyprus,Thailand,1
03,Czech Republic,Germany,727
03,Czech Republic,United Kingdom,656
03,Czech Republic,Russia,474
03,Czech Republic,Italy,450
03,Czech Republic,France,413
03,Czech Republic,Netherlands,282
03,Czech Republic,Spain,251
03,Czech Republic,Poland,223
03,Czech Republic,Belgium,205
03,Czech Republic,Czech Republic,178
03,Czech Republic,Austria,164
03,Czech Republic,Switzerland,148
03,Czech Republic,Hungary,124
03,Czech Republic,Turkey,123
03,Czech Republic,Slovakia,119
03,Czech Republic,Denmark,100
03,Czech Republic,Sweden,95
03,Czech Republic,Egypt,94
03,Czech Republic,Israel,94
03,Czech Republic,Finland,92
03,Czech Republic,United Arab Emirates,85
03,Czech Republic,Qatar,74
03,Czech Republic,Ukraine,67
03,Czech Republic,Norway,62
03,Czech Republic,Ireland,58
03,Czech Republic,Serbia,54
03,Czech Republic,Latvia,54
03,Czech Republic,Portugal,48
03,Czech Republic,Romania,48
03,Czech Republic,China,41
03,Czech Republic,Greece,39
03,Czech Republic,Belarus,33
03,Czech Republic,South Korea,31
03,Czech Republic,Bulgaria,22
03,Czech Republic,Luxembourg,15
03,Czech Republic,Georgia,9
03,Czech Republic,Cape Verde,9
03,Czech Republic,Slovenia,9
03,Czech Republic,Iceland,8
03,Czech Republic,Croatia,8
03,Czech Republic,Jordan,4
03,Czech Republic,Macedonia,4
03,Czech Republic,Tunisia,4
03,Czech Republic,Malta,4
03,Czech Republic,Cyprus,2
03,Czech Republic,Oman,2
03,Czech Republic,Albania,1
03,Czech Republic,Afghanistan,1
03,Czech Republic,United States,1
03,Czech Republic,Jersey,1
03,Czech Republic,Morocco,1
03,Czech Republic,Maldives,1
03,Czech Republic,Singapore,1
03,Czech Republic,Lebanon,1
03,Denmark,Denmark,2472
03,Denmark,Germany,1430
03,Denmark,Norway,1297
03,Denmark,United Kingdom,1278
03,Denmark,Sweden,1033
03,Denmark,Spain,954
03,Denmark,Netherlands,705
03,Denmark,France,516
03,Denmark,Italy,399
03,Denmark,Poland,386
03,Denmark,Finland,361
03,Denmark,Belgium,316
03,Denmark,Switzerland,267
03,Denmark,Turkey,221
03,Denmark,United States,195
03,Denmark,Austria,190
03,Denmark,Latvia,176
03,Denmark,Lithuania,160
03,Denmark,Iceland,120
03,Denmark,Portugal,118
03,Denmark,Czech Republic,101
03,Denmark,Faroe Islands,99
03,Denmark,Egypt,75
03,Denmark,Ireland,75
03,Denmark,Hungary,72
03,Denmark,Qatar,70
03,Denmark,Russia,68
03,Denmark,Thailand,66
03,Denmark,Luxembourg,64
03,Denmark,Greece,64
03,Denmark,China,62
03,Denmark,Estonia,50
03,Denmark,Morocco,47
03,Denmark,United Arab Emirates,45
03,Denmark,Croatia,40
03,Denmark,Romania,40
03,Denmark,Greenland,29
03,Denmark,Japan,28
03,Denmark,Singapore,24
03,Denmark,Slovenia,24
03,Denmark,Serbia,24
03,Denmark,Canada,18
03,Denmark,Iraq,16
03,Denmark,Ukraine,15
03,Denmark,Bulgaria,15
03,Denmark,India,14
03,Denmark,Malta,14
03,Denmark,Israel,11
03,Denmark,Dominican Republic,10
03,Denmark,Bosnia and Herzegovina,10
03,Denmark,Macedonia,10
03,Denmark,Cyprus,9
03,Denmark,Pakistan,4
03,Denmark,Mexico,3
03,Denmark,Vietnam,2
03,Denmark,Azerbaijan,2
03,Denmark,Cuba,2
03,Denmark,Georgia,2
03,Denmark,Slovakia,2
03,Denmark,Cape Verde,2
03,Denmark,Lebanon,2
03,Denmark,Guadeloupe,1
03,Denmark,Hong Kong,1
03,Denmark,Mauritius,1
03,Denmark,Isle of Man,1
03,Djibouti,Turkey,25
03,Djibouti,France,5
03,Djibouti,Bulgaria,1
03,Djibouti,Greece,1
03,Djibouti,Cyprus,1
03,Djibouti,Belgium,1
03,Djibouti,Netherlands,1
03,Djibouti,Ireland,1
03,Dominican Republic,Germany,164
03,Dominican Republic,Spain,99
03,Dominican Republic,France,73
03,Dominican Republic,Russia,52
03,Dominican Republic,United Kingdom,46
03,Dominican Republic,Italy,16
03,Dominican Republic,Sweden,14
03,Dominican Republic,Belgium,13
03,Dominican Republic,Poland,9
03,Dominican Republic,Switzerland,9
03,Dominican Republic,Portugal,6
03,Dominican Republic,Denmark,5
03,Dominican Republic,Finland,4
03,Dominican Republic,Austria,1
03,Ecuador,Spain,52
03,Ecuador,Netherlands,32
03,Egypt,Germany,1012
03,Egypt,Ukraine,579
03,Egypt,Turkey,350
03,Egypt,Italy,319
03,Egypt,United Kingdom,254
03,Egypt,Lebanon,221
03,Egypt,Poland,118
03,Egypt,Austria,116
03,Egypt,Netherlands,110
03,Egypt,Belgium,107
03,Egypt,France,107
03,Egypt,Switzerland,98
03,Egypt,Czech Republic,90
03,Egypt,Morocco,80
03,Egypt,Denmark,72
03,Egypt,Greece,65
03,Egypt,Spain,56
03,Egypt,Tunisia,51
03,Egypt,Lithuania,47
03,Egypt,Algeria,45
03,Egypt,Israel,43
03,Egypt,Belarus,40
03,Egypt,Estonia,35
03,Egypt,Cyprus,34
03,Egypt,Hungary,31
03,Egypt,United States,30
03,Egypt,Sweden,26
03,Egypt,China,25
03,Egypt,Latvia,18
03,Egypt,Moldova,17
03,Egypt,Canada,14
03,Egypt,Bulgaria,13
03,Egypt,Georgia,12
03,Egypt,Slovakia,10
