month,origin_country,destination_country,flights
02,China,Germany,1
02,France,France,1
02,France,Denmark,1
02,Italy,Italy,1
02,Sweden,Sweden,5
02,Tunisia,France,1
02,United Kingdom,United Kingdom,1
02,United States,France,1
02,United States,Russia,1
02,United States,United Arab Emirates,1
02,United States,United Kingdom,1
02,United States,Spain,1
03,Afghanistan,Turkey,53
03,Afghanistan,Azerbaijan,35
03,Afghanistan,Romania,9
03,Afghanistan,Georgia,8
03,Afghanistan,Germany,5
03,Afghanistan,Netherlands,3
03,Afghanistan,Greece,1
03,Albania,Italy,468
03,Albania,Turkey,86
03,Albania,Germany,63
03,Albania,Greece,59
03,Albania,Austria,52
03,Albania,Serbia,37
03,Albania,Slovenia,32
03,Albania,United Kingdom,21
03,Albania,Belgium,10
03,Albania,France,4
03,Albania,Bulgaria,2
03,Albania,Switzerland,2
03,Albania,Slovakia,1
03,Albania,Spain,1
03,Albania,Poland,1
03,Albania,Romania,1
03,Albania,Bosnia and Herzegovina,1
03,Albania,Moldova,1
03,Albania,Croatia,1
03,Albania,Ireland,1
03,Algeria,France,1629
03,Algeria,Spain,331
03,Algeria,Turkey,248
03,Algeria,Saudi Arabia,203
03,Algeria,Italy,117
03,Algeria,Morocco,69
03,Algeria,Germany,54
03,Algeria,United Kingdom,49
03,Algeria,Egypt,46
03,Algeria,United Arab Emirates,44
03,Algeria,Belgium,40
03,Algeria,Qatar,31
03,Algeria,Jordan,29
03,Algeria,Portugal,23
03,Algeria,Switzerland,22
03,Algeria,Canada,18
03,Algeria,Austria,13
03,Algeria,China,13
03,Algeria,Hungary,9
03,Algeria,Lebanon,9
03,Algeria,Netherlands,8
03,Algeria,Western Sahara,4
03,Algeria,Syria,4
03,Algeria,Russia,4
03,Algeria,Denmark,2
03,Algeria,Belarus,1
03,Algeria,Moldova,1
03,Algeria,Norway,1
03,Algeria,Malta,1
03,Algeria,Czech Republic,1
03,Algeria,Ukraine,1
03,Angola,Portugal,93
03,Angola,Germany,14
03,Angola,Netherlands,13
03,Angola,United Kingdom,11
03,Angola,Morocco,10
03,Angola,France,9
03,Angola,United States,1
03,Angola,Italy,1
03,Angola,Switzerland,1
03,Angola,Russia,1
03,Anguilla,Luxembourg,1
03,Antigua and Barbuda,United Kingdom,47
03,Antigua and Barbuda,Italy,4
03,Antigua and Barbuda,Belgium,1
03,Antigua and Barbuda,Switzerland,1
03,Argentina,Spain,143
03,Argentina,Italy,43
03,Argentina,United Kingdom,32
03,Argentina,Germany,30
03,Argentina,France,30
03,Argentina,Netherlands,22
03,Armenia,Russia,481
03,Armenia,Iran,101
03,Armenia,United Arab Emirates,40
03,Armenia,Ukraine,36
03,Armenia,Qatar,24
03,Armenia,Austria,18
03,Armenia,Turkey,17
03,Armenia,Poland,17
03,Armenia,Georgia,17
03,Armenia,Kazakhstan,11
03,Armenia,France,11
03,Armenia,Iraq,6
03,Armenia,Greece,5
03,Armenia,Lebanon,4
03,Armenia,United Kingdom,2
03,Armenia,Switzerland,2
03,Armenia,Belgium,2
03,Armenia,Serbia,2
03,Armenia,Belarus,1
03,Armenia,Romania,1
03,Aruba,Netherlands,22
03,Aruba,Sweden,2
03,Austria,Germany,3342
03,Austria,Austria,1147
03,Austria,United Kingdom,896
03,Austria,Switzerland,678
03,Austria,Netherlands,554
03,Austria,Italy,541
03,Austria,France,480
03,Austria,Spain,352
03,Austria,Belgium,274
03,Austria,Russia,272
03,Austria,Romania,258
03,Austria,Turkey,257
03,Austria,Poland,200
03,Austria,Denmark,196
03,Austria,Ukraine,192
03,Austria,Sweden,180
03,Austria,Serbia,180
03,Austria,Bulgaria,179
03,Austria,Czech Republic,172
03,Austria,Croatia,153
03,Austria,Israel,115
03,Austria,Hungary,114
03,Austria,Luxembourg,102
03,Austria,Norway,99
03,Austria,United States,94
03,Austria,Finland,86
03,Austria,Greece,81
03,Austria,Slovenia,79
03,Austria,Egypt,73
03,Austria,Iran,71
03,Austria,United Arab Emirates,70
03,Austria,Portugal,69
03,Austria,Slovakia,60
03,Austria,Ireland,53
03,Austria,Latvia,52
03,Austria,Albania,52
03,Austria,Thailand,49
03,Austria,China,49
03,Austria,Belarus,48
03,Austria,Cyprus,48
03,Austria,Macedonia,47
03,Austria,Bosnia and Herzegovina,46
03,Austria,Moldova,41
03,Austria,Montenegro,38
03,Austria,Jordan,32
03,Austria,Qatar,32
03,Austria,Iraq,31
03,Austria,Lithuania,30
03,Austria,Estonia,29
03,Austria,Malta,26
03,Austria,Morocco,21
03,Austria,Hong Kong,19
03,Austria,Armenia,18
03,Austria,Ethiopia,17
03,Austria,Canada,15
03,Austria,India,14
03,Austria,Taiwan,13
03,Austria,Tunisia,10
03,Austria,Algeria,9
03,Austria,Mauritius,9
03,Austria,Cuba,9
03,Austria,Georgia,8
03,Austria,Dominican Republic,5
03,Austria,Maldives,5
03,Austria,Sri Lanka,4
03,Austria,South Korea,4
03,Austria,Guernsey,3
03,Austria,Iceland,3
03,Austria,Kazakhstan,2
03,Austria,Cape Verde,1
03,Austria,Gibraltar,1
03,Austria,Afghanistan,1
03,Austria,Brazil,1
03,Azerbaijan,Azerbaijan,504
03,Azerbaijan,Russia,378
03,Azerbaijan,Turkey,274
03,Azerbaijan,United Arab Emirates,179
03,Azerbaijan,Iran,125
03,Azerbaijan,Kazakhstan,108
03,Azerbaijan,China,94
03,Azerbaijan,Georgia,79
03,Azerbaijan,Ukraine,66
03,Azerbaijan,Qatar,51
03,Azerbaijan,Germany,46
03,Azerbaijan,Iraq,42
03,Azerbaijan,Italy,32
03,Azerbaijan,Netherlands,31
03,Azerbaijan,Luxembourg,29
03,Azerbaijan,United Kingdom,27
03,Azerbaijan,Hong Kong,25
03,Azerbaijan,Afghanistan,24
03,Azerbaijan,Turkmenistan,21
03,Azerbaijan,France,20
03,Azerbaijan,United States,19
03,Azerbaijan,Belarus,18
03,Azerbaijan,Israel,18
03,Azerbaijan,Austria,15
03,Azerbaijan,Singapore,11
03,Azerbaijan,Hungary,11
03,Azerbaijan,Uzbekistan,9
03,Azerbaijan,South Korea,9
03,Azerbaijan,Japan,5
03,Azerbaijan,Czech Republic,5
03,Azerbaijan,Malaysia,4
03,Azerbaijan,Spain,4
03,Azerbaijan,Thailand,3
03,Azerbaijan,Saudi Arabia,2
03,Azerbaijan,Switzerland,2
03,Azerbaijan,Sudan,1
03,Azerbaijan,India,1
03,Azerbaijan,Algeria,1
03,Azerbaijan,Vietnam,1
03,Azerbaijan,Greece,1
03,Azerbaijan,Indonesia,1
03,Azerbaijan,Sweden,1
03,Azerbaijan,Malta,1
03,Azerbaijan,Serbia,1
03,Bahamas,United Kingdom,18
03,Bahrain,Turkey,102
03,Bahrain,United Kingdom,96
03,Bahrain,Lebanon,55
03,Bahrain,Germany,49
03,Bahrain,France,31
03,Bahrain,Greece,22
03,Bahrain,Cyprus,22
03,Bahrain,Russia,18
03,Bahrain,Italy,14
03,Bahrain,Belgium,5
03,Bahrain,Switzerland,1
03,Bahrain,Belarus,1
03,Bahrain,Ireland,1
03,Barbados,United Kingdom,152
03,Barbados,Germany,28
03,Barbados,Netherlands,1
03,Barbados,France,1
03,Belarus,Ukraine,381
03,Belarus,Germany,88
03,Belarus,Lithuania,82
03,Belarus,Austria,51
03,Belarus,Poland,49
03,Belarus,Russia,43
03,Belarus,Georgia,40
03,Belarus,Turkey,39
03,Belarus,Italy,35
03,Belarus,Czech Republic,32
03,Belarus,Latvia,31
03,Belarus,Hungary,27
03,Belarus,France,25
03,Belarus,Netherlands,24
03,Belarus,Azerbaijan,19
03,Belarus,Egypt,17
03,Belarus,Sweden,16
03,Belarus,Switzerland,15
03,Belarus,United Kingdom,15
03,Belarus,United Arab Emirates,13
03,Belarus,Israel,12
03,Belarus,Finland,11
03,Belarus,Spain,9
03,Belarus,Iran,7
03,Belarus,Iraq,5
03,Belarus,Cyprus,5
03,Belarus,Turkmenistan,4
03,Belarus,Lebanon,2
03,Belarus,Bulgaria,2
03,Belarus,Macedonia,1
03,Belarus,Croatia,1
03,Belarus,Serbia,1
03,Belarus,Iceland,1
03,Belarus,Slovenia,1
03,Belarus,Denmark,1
03,Belarus,Sudan,1
03,Belgium,Spain,1629
03,Belgium,Germany,1357
03,Belgium,Italy,1239
03,Belgium,France,1172
03,Belgium,United Kingdom,1127
03,Belgium,Switzerland,470
03,Belgium,Denmark,390
03,Belgium,Sweden,360
03,Belgium,Portugal,353
03,Belgium,Morocco,334
03,Belgium,Poland,332
03,Belgium,Austria,259
03,Belgium,Turkey,240
03,Belgium,United States,237
03,Belgium,Romania,214
03,Belgium,Czech Republic,212
03,Belgium,Hungary,188
03,Belgium,Netherlands,184
03,Belgium,Ireland,177
03,Belgium,Norway,157
03,Belgium,Finland,147
03,Belgium,United Arab Emirates,145
03,Belgium,Greece,137
03,Belgium,Israel,130
03,Belgium,Qatar,103
03,Belgium,Russia,90
03,Belgium,Belgium,86
03,Belgium,Malta,81
03,Belgium,Croatia,77
03,Belgium,Bulgaria,70
03,Belgium,Latvia,68
03,Belgium,Slovenia,66
03,Belgium,Egypt,61
03,Belgium,China,58
03,Belgium,Canada,46
03,Belgium,Estonia,41
03,Belgium,Algeria,37
03,Belgium,Tunisia,37
03,Belgium,Lithuania,36
03,Belgium,Ukraine,35
03,Belgium,Nigeria,34
03,Belgium,Serbia,33
03,Belgium,Iceland,33
03,Belgium,Japan,31
03,Belgium,Cyprus,31
03,Belgium,Senegal,31
03,Belgium,Cameroon,30
03,Belgium,Ghana,22
03,Belgium,Dominican Republic,21
03,Belgium,Uganda,20
03,Belgium,Hong Kong,19
03,Belgium,Slovakia,17
03,Belgium,Lebanon,17
03,Belgium,Cape Verde,17
03,Belgium,Thailand,17
03,Belgium,Albania,14
03,Belgium,Sierra Leone,14
03,Belgium,Cote d'Ivoire,14
03,Belgium,Singapore,13
03,Belgium,Burkina Faso,13
03,Belgium,Angola,13
03,Belgium,Congo (Kinshasa),11
03,Belgium,South Korea,10
03,Belgium,India,10
03,Belgium,South Africa,9
03,Belgium,Montenegro,9
03,Belgium,Macedonia,9
03,Belgium,Gambia,9
03,Belgium,Cuba,9
03,Belgium,Mexico,9
03,Belgium,Moldova,8
03,Belgium,Saudi Arabia,8
03,Belgium,Ethiopia,8
03,Belgium,Luxembourg,6
03,Belgium,Jordan,5
03,Belgium,Liberia,5
03,Belgium,Burundi,4
03,Belgium,Guernsey,4
03,Belgium,Kuwait,3
03,Belgium,Niger,3
03,Belgium,Turkmenistan,3
03,Belgium,Armenia,2
03,Belgium,Gabon,2
03,Belgium,Libya,2
03,Belgium,Kenya,2
03,Belgium,Jamaica,2
03,Belgium,Benin,1
03,Belgium,British Virgin Islands,1
03,Belgium,Equatorial Guinea,1
03,Belgium,Guadeloupe,1
03,Belgium,Iran,1
03,Belgium,Belarus,1
03,Belgium,Jersey,1
03,Belgium,Afghanistan,1
03,Belgium,Togo,1
03,Belgium,Guinea,1
03,Belgium,Central African Republic,1
03,Belgium,Congo (Brazzaville),1
03,Belgium,Vietnam,1
03,Belgium,Bosnia and Herzegovina,1
03,Belgium,Mauritania,1
03,Benin,France,18
03,Benin,Morocco,13
03,Benin,Russia,1
03,Bermuda,United Kingdom,25
03,Bermuda,Spain,2
03,Bermuda,Cape Verde,1
03,Bermuda,Senegal,1
03,Bermuda,Switzerland,1
03,Bermuda,Portugal,1
03,Bolivia,Spain,31
03,Bosnia and Herzegovina,Germany,90
03,Bosnia and Herzegovina,Turkey,85
03,Bosnia and Herzegovina,Croatia,59
03,Bosnia and Herzegovina,Serbia,47
03,Bosnia and Herzegovina,Slovenia,46
03,Bosnia and Herzegovina,Austria,45
03,Bosnia and Herzegovina,United Arab Emirates,35
03,Bosnia and Herzegovina,Italy,32
03,Bosnia and Herzegovina,Sweden,30
03,Bosnia and Herzegovina,France,13
03,Bosnia and Herzegovina,Netherlands,8
03,Bosnia and Herzegovina,Denmark,6
03,Bosnia and Herzegovina,United Kingdom,5
03,Bosnia and Herzegovina,Switzerland,5
03,Bosnia and Herzegovina,Slovakia,4
03,Bosnia and Herzegovina,Montenegro,4
03,Bosnia and Herzegovina,Belgium,3
03,Bosnia and Herzegovina,Albania,3
03,Bosnia and Herzegovina,Romania,1
03,Bosnia and Herzegovina,Bosnia and Herzegovina,1
03,Bosnia and Herzegovina,Spain,1
03,Bosnia and Herzegovina,Greece,1
03,Brazil,Portugal,300
03,Brazil,Spain,167
03,Brazil,France,113
03,Brazil,Germany,99
03,Brazil,Italy,90
03,Brazil,United Kingdom,83
03,Brazil,Netherlands,53
03,Brazil,Switzerland,39
03,Brazil,Turkey,22
03,Brazil,Morocco,17
03,Brazil,Luxembourg,9
03,Bulgaria,Germany,395
03,Bulgaria,United Kingdom,392
03,Bulgaria,Italy,213
03,Bulgaria,Austria,179
03,Bulgaria,Bulgaria,178
03,Bulgaria,Spain,103
03,Bulgaria,Turkey,98
03,Bulgaria,Romania,95
03,Bulgaria,Russia,95
03,Bulgaria,Netherlands,94
03,Bulgaria,Greece,88
03,Bulgaria,Israel,79
03,Bulgaria,France,67
03,Bulgaria,Belgium,66
03,Bulgaria,Serbia,62
03,Bulgaria,Poland,58
03,Bulgaria,Ukraine,32
03,Bulgaria,Qatar,31
03,Bulgaria,Switzerland,31
03,Bulgaria,Czech Republic,26
03,Bulgaria,United Arab Emirates,25
03,Bulgaria,Cyprus,23
03,Bulgaria,Iraq,15
03,Bulgaria,Ireland,13
03,Bulgaria,Denmark,11
03,Bulgaria,Hungary,10
03,Bulgaria,Malta,10
03,Bulgaria,Sweden,9
03,Bulgaria,Egypt,5
03,Bulgaria,Croatia,3
03,Bulgaria,Macedonia,3
03,Bulgaria,India,3
03,Bulgaria,Finland,2
03,Bulgaria,Afghanistan,2
03,Bulgaria,Luxembourg,2
03,Bulgaria,Slovakia,2
03,Bulgaria,Slovenia,1
03,Bulgaria,Saudi Arabia,1
03,Bulgaria,Iceland,1
03,Bulgaria,Norway,1
03,Bulgaria,Kuwait,1
03,Bulgaria,Morocco,1
03,Bulgaria,Moldova,1
03,Bulgaria,Turkmenistan,1
03,Bulgaria,Iran,1
03,Bulgaria,Georgia,1
03,Burkina Faso,Morocco,21
03,Burkina Faso,Turkey,20
03,Burkina Faso,Belgium,13
03,Burkina Faso,France,5
03,Burkina Faso,United Kingdom,1
03,Burkina Faso,Germany,1
03,Cameroon,France,50
03,Cameroon,Belgium,27
03,Cameroon,Turkey,23
03,Cameroon,Morocco,17
03,Cameroon,Germany,2
03,Cameroon,Netherlands,1
03,Cameroon,Egypt,1
03,Canada,United Kingdom,527
03,Canada,Germany,252
03,Canada,France,211
03,Canada,Netherlands,164
03,Canada,Switzerland,75
03,Canada,Belgium,51
03,Canada,Israel,44
03,Canada,India,41
03,Canada,United Arab Emirates,41
03,Canada,Turkey,40
03,Canada,Ireland,34
03,Canada,Portugal,33
03,Canada,Spain,31
03,Canada,Poland,26
03,Canada,Italy,26
03,Canada,Morocco,26
03,Canada,Algeria,19
03,Canada,Denmark,19
03,Canada,Saudi Arabia,18
03,Canada,Pakistan,18
03,Canada,Austria,15
03,Canada,China,15
03,Canada,Egypt,13
03,Canada,Ethiopia,13
03,Canada,Luxembourg,13
03,Canada,Qatar,13
03,Canada,Jordan,10
03,Canada,Hong Kong,8
03,Canada,Tunisia,5
03,Canada,Russia,1
03,Canada,Latvia,1
03,Cape Verde,Portugal,126
03,Cape Verde,United Kingdom,90
03,Cape Verde,Spain,50
03,Cape Verde,Netherlands,39
03,Cape Verde,France,33
03,Cape Verde,Italy,30
03,Cape Verde,Germany,27
03,Cape Verde,Belgium,26
03,Cape Verde,Morocco,11
03,Cape Verde,Czech Republic,10
03,Cape Verde,Sweden,5
03,Cape Verde,Luxembourg,5
03,Cape Verde,United States,2
03,Cayman Islands,United Kingdom,1
03,Central African Republic,Morocco,14
03,Central African Republic,France,1
03,Chad,France,16
03,Chad,Morocco,11
03,Chad,Turkey,9
03,Chad,United Kingdom,3
03,Chad,Germany,1
03,Chile,Spain,73
03,Chile,France,29
03,Chile,Italy,21
03,Chile,United Kingdom,18
03,Chile,French Guiana,1
03,China,Germany,538
03,China,Netherlands,324
03,China,France,310
03,China,United Kingdom,268
03,China,Italy,148
03,China,Turkey,93
03,China,Denmark,77
03,China,Switzerland,65
03,China,Finland,62
03,China,Azerbaijan,59
03,China,Austria,51
03,China,Spain,49
03,China,Belgium,37
03,China,Czech Republic,35
03,China,Israel,31
03,China,Poland,25
03,China,Ukraine,22
03,China,Sweden,22
03,China,Egypt,18
03,China,Algeria,13
03,China,Georgia,9
03,Colombia,Spain,230
03,Colombia,United Kingdom,32
03,Colombia,Germany,31
03,Colombia,France,24
03,Colombia,Netherlands,14
03,Colombia,Portugal,1
03,Congo (Brazzaville),France,36
03,Congo (Brazzaville),Morocco,15
03,Congo (Brazzaville),Italy,1
03,Congo (Brazzaville),Luxembourg,1
03,Congo (Brazzaville),Switzerland,1
03,Congo (Kinshasa),Belgium,23
03,Congo (Kinshasa),France,20
03,Congo (Kinshasa),Morocco,11
03,Costa Rica,Spain,30
03,Costa Rica,United Kingdom,16
03,Costa Rica,France,8
03,Cote d'Ivoire,France,71
03,Cote d'Ivoire,Morocco,43
03,Cote d'Ivoire,Turkey,17
03,Cote d'Ivoire,Belgium,13
03,Cote d'Ivoire,Germany,3
03,Cote d'Ivoire,United Kingdom,1
03,Croatia,Croatia,658
03,Croatia,Germany,441
03,Croatia,Austria,150
03,Croatia,United Kingdom,93
03,Croatia,Italy,89
03,Croatia,France,89
03,Croatia,Belgium,78
03,Croatia,Switzerland,75
03,Croatia,Turkey,64
03,Croatia,Serbia,61
03,Croatia,Bosnia and Herzegovina,60
03,Croatia,Netherlands,57
03,Croatia,Qatar,44
03,Croatia,Macedonia,32
03,Croatia,Poland,29
03,Croatia,Denmark,29
03,Croatia,Russia,25
03,Croatia,Slovakia,15
03,Croatia,Slovenia,12
03,Croatia,Czech Republic,11
03,Croatia,Sweden,9
03,Croatia,Ireland,8
03,Croatia,Spain,6
03,Croatia,Israel,4
03,Croatia,Bulgaria,3
03,Croatia,Ukraine,3
03,Croatia,Hungary,3
03,Croatia,Finland,3
03,Croatia,Greece,3
03,Croatia,Portugal,2
03,Croatia,Montenegro,2
03,Croatia,Norway,2
03,Croatia,Estonia,2
03,Croatia,Romania,1
03,Croatia,Belarus,1
03,Croatia,Albania,1
03,Croatia,China,1
03,Croatia,Cyprus,1
03,Cuba,Germany,101
03,Cuba,France,87
03,Cuba,Spain,85
03,Cuba,Italy,57
03,Cuba,Russia,47
03,Cuba,United Kingdom,40
03,Cuba,Netherlands,31
03,Cuba,Poland,18
03,Cuba,Switzerland,10
03,Cuba,Austria,9
03,Cuba,Finland,4
03,Cuba,Sweden,4
03,Cuba,Portugal,4
03,Cyprus,Greece,498
03,Cyprus,United Kingdom,465
03,Cyprus,Russia,213
03,Cyprus,Israel,189
03,Cyprus,Germany,72
03,Cyprus,Lebanon,47
03,Cyprus,Poland,45
03,Cyprus,Qatar,44
03,Cyprus,Romania,44
03,Cyprus,Austria,41
03,Cyprus,United Arab Emirates,34
03,Cyprus,France,32
03,Cyprus,Malta,31
03,Cyprus,Jordan,31
03,Cyprus,Egypt,28
03,Cyprus,Italy,25
03,Cyprus,Bulgaria,25
03,Cyprus,Switzerland,23
03,Cyprus,Ukraine,23
03,Cyprus,Belgium,22
03,Cyprus,Bahrain,22
03,Cyprus,Serbia,20
03,Cyprus,Iran,12
03,Cyprus,Netherlands,11
03,Cyprus,Lithuania,10
03,Cyprus,Hungary,10
03,Cyprus,Sweden,7
03,Cyprus,Norway,6
03,Cyprus,Kenya,6
03,Cyprus,Belarus,5
03,Cyprus,Oman,5
03,Cyprus,Moldova,5
03,Cyprus,Georgia,5
03,Cyprus,Latvia,5
03,Cyprus,Spain,4
03,Cyprus,Cyprus,3
03,Cyprus,Kuwait,3
03,Cyprus,Finland,2
03,Cyprus,Djibouti,2
03,Cyprus,Saudi Arabia,2
03,Cyprus,Iraq,1
03,Cyprus,Luxembourg,1
03,Cyprus,Ireland,1
03,Cyprus,Tunisia,1
03,Cyprus,Azerbaijan,1
03,Cyprus,Nigeria,1
03,Cyprus,Mauritius,1
03,Cyprus,Jersey,1
03,Cyprus,Armenia,1
03,Cyprus,India,1
03,Czech Republic,Germany,784
03,Czech Republic,United Kingdom,569
03,Czech Republic,Italy,441
03,Czech Republic,Russia,409
03,Czech Republic,France,375
03,Czech Republic,Netherlands,272
03,Czech Republic,Belgium,220
03,Czech Republic,Poland,219
03,Czech Republic,Austria,172
03,Czech Republic,Czech Republic,164
03,Czech Republic,Spain,157
03,Czech Republic,Romania,151
03,Czech Republic,Slovakia,134
03,Czech Republic,Switzerland,132
03,Czech Republic,Turkey,120
03,Czech Republic,Hungary,115
03,Czech Republic,Finland,98
03,Czech Republic,United Arab Emirates,90
03,Czech Republic,Sweden,86
03,Czech Republic,Denmark,83
03,Czech Republic,Ukraine,83
03,Czech Republic,Israel,78
03,Czech Republic,Norway,59
03,Czech Republic,Ireland,58
03,Czech Republic,Serbia,45
03,Czech Republic,Egypt,44
03,Czech Republic,Portugal,40
03,Czech Republic,Latvia,36
03,Czech Republic,Greece,36
03,Czech Republic,China,35
03,Czech Republic,South Korea,31
03,Czech Republic,Belarus,31
03,Czech Republic,Bulgaria,28
03,Czech Republic,Luxembourg,15
03,Czech Republic,Qatar,14
03,Czech Republic,Slovenia,13
03,Czech Republic,Iran,12
03,Czech Republic,Croatia,11
03,Czech Republic,Cape Verde,8
03,Czech Republic,Tunisia,5
03,Czech Republic,Azerbaijan,5
03,Czech Republic,Maldives,3
03,Czech Republic,Cyprus,2
03,Czech Republic,Malta,2
03,Czech Republic,Kuwait,1
03,Czech Republic,Nigeria,1
03,Czech Republic,Turkmenistan,1
03,Czech Republic,India,1
03,Czech Republic,Lebanon,1
03,Czech Republic,Oman,1
03,Czech Republic,Hong Kong,1
03,Czech Republic,Greenland,1
03,Czech Republic,Georgia,1
03,Czech Republic,Morocco,1
03,Denmark,Denmark,2856
03,Denmark,Germany,1566
03,Denmark,United Kingdom,1432
03,Denmark,Norway,1417
03,Denmark,Sweden,1120
03,Denmark,Spain,783
03,Denmark,Netherlands,703
03,Denmark,France,532
03,Denmark,Belgium,398
03,Denmark,Italy,378
03,Denmark,Poland,374
03,Denmark,Finland,310
03,Denmark,Switzerland,277
03,Denmark,United States,204
03,Denmark,Austria,191
03,Denmark,Lithuania,184
03,Denmark,Turkey,183
03,Denmark,Latvia,133
03,Denmark,Iceland,124
03,Denmark,Portugal,96
03,Denmark,Czech Republic,84
03,Denmark,China,75
03,Denmark,Ireland,75
03,Denmark,Faroe Islands,74
03,Denmark,Russia,70
03,Denmark,Hungary,65
03,Denmark,Thailand,63
03,Denmark,Qatar,62
03,Denmark,Estonia,54
03,Denmark,Luxembourg,52
03,Denmark,United Arab Emirates,44
03,Denmark,Greece,44
03,Denmark,Egypt,39
03,Denmark,Morocco,37
03,Denmark,Croatia,29
03,Denmark,Japan,28
03,Denmark,Romania,27
03,Denmark,Serbia,25
03,Denmark,Singapore,22
03,Denmark,Greenland,20
03,Denmark,Canada,18
03,Denmark,Iraq,13
03,Denmark,Malta,12
03,Denmark,Slovenia,11
03,Denmark,Bulgaria,10
03,Denmark,Israel,9
03,Denmark,Macedonia,9
03,Denmark,Bosnia and Herzegovina,6
03,Denmark,Pakistan,5
03,Denmark,Dominican Republic,5
03,Denmark,Mexico,4
03,Denmark,Jordan,4
03,Denmark,Puerto Rico,4
03,Denmark,Mauritius,3
03,Denmark,Jersey,2
03,Denmark,Iran,1
03,Denmark,Cuba,1
03,Denmark,Belarus,1
03,Denmark,Georgia,1
03,Djibouti,Turkey,26
03,Djibouti,France,5
03,Djibouti,Germany,1
03,Djibouti,Cyprus,1
03,Djibouti,Greece,1
03,Dominican Republic,Germany,184
03,Dominican Republic,Spain,84
03,Dominican Republic,France,74
03,Dominican Republic,Russia,58
03,Dominican Republic,United Kingdom,45
03,Dominican Republic,Sweden,15
03,Dominican Republic,Italy,14
03,Dominican Republic,Belgium,13
03,Dominican Republic,Poland,10
03,Dominican Republic,Switzerland,9
03,Dominican Republic,Austria,5
03,Dominican Republic,Netherlands,5
03,Dominican Republic,Finland,4
03,Dominican Republic,Norway,3
03,Dominican Republic,Portugal,3
03,Ecuador,Spain,58
03,Ecuador,Netherlands,30
03,Ecuador,United Kingdom,1
03,Egypt,Germany,605
03,Egypt,Ukraine,423
03,Egypt,Turkey,297
03,Egypt,Italy,241
03,Egypt,United Kingdom,201
03,Egypt,Lebanon,177
03,Egypt,Netherlands,94
03,Egypt,Greece,78
03,Egypt,Belgium,78
03,Egypt,France,73
03,Egypt,Austria,72
03,Egypt,Switzerland,68
03,Egypt,Morocco,51
03,Egypt,Poland,50
03,Egypt,Spain,47
03,Egypt,Tunisia,46
03,Egypt,Algeria,45
03,Egypt,Czech Republic,43
03,Egypt,Denmark,39
03,Egypt,Israel,35
03,Egypt,Cyprus,30
03,Egypt,Estonia,23
03,Egypt,United States,23
03,Egypt,Lithuania,22
03,Egypt,Hungary,22
03,Egypt,Sweden,19
03,Egypt,Belarus,17
03,Egypt,China,16
03,Egypt,Canada,13
03,Egypt,Georgia,12
03,Egypt,Latvia,12
03,Egypt,Slovakia,8
03,Egypt,Serbia,7
03,Egypt,Luxembourg,5
03,Egypt,Japan,4
03,Egypt,Norway,4
03,Egypt,Croatia,4
03,Egypt,Bulgaria,4
03,Egypt,Russia,2
03,Egypt,Ireland,1
03,Egypt,Macedonia,1
03,Egypt,Syria,1
03,Egypt,Senegal,1
03,El Salvador,Spain,18
03,Equatorial Guinea,Spain,19
03,Equatorial Guinea,Morocco,10
03,Equatorial Guinea,France,2
03,Equatorial Guinea,United Kingdom,1
03,Equatorial Guinea,Turkey,1
03,Estonia,Finland,253
03,Estonia,Estonia,202
03,Estonia,Sweden,197
03,Estonia,Germany,170
03,Estonia,Latvia,138
03,Estonia,Lithuania,113
03,Estonia,Norway,91
03,Estonia,Poland,77
03,Estonia,Russia,71
03,Estonia,Netherlands,62
03,Estonia,Denmark,56
03,Estonia,Belgium,54
03,Estonia,Austria,29
03,Estonia,United Kingdom,28
03,Estonia,Turkey,28
03,Estonia,Italy,26
03,Estonia,Ukraine,25
03,Estonia,Egypt,25
03,Estonia,France,18
03,Estonia,Spain,16
03,Estonia,Switzerland,3
03,Estonia,Croatia,2
03,Estonia,Slovenia,2
03,Estonia,Morocco,2
03,Estonia,Ireland,1
03,Ethiopia,Belgium,69
03,Ethiopia,Ireland,58
03,Ethiopia,Israel,51
03,Ethiopia,Germany,31
03,Ethiopia,Italy,31
03,Ethiopia,United Kingdom,31
03,Ethiopia,Lebanon,31
03,Ethiopia,France,31
03,Ethiopia,Turkey,26
03,Ethiopia,Austria,16
03,Ethiopia,Sweden,3
03,Ethiopia,Malta,2
03,Ethiopia,Luxembourg,1
03,Ethiopia,Spain,1
03,Faroe Islands,Denmark,75
03,Faroe Islands,Norway,14
03,Faroe Islands,Iceland,12
03,Faroe Islands,Russia,2
03,Faroe Islands,United Kingdom,2
03,Faroe Islands,Spain,1
03,Finland,Finland,4111
03,Finland,Sweden,1297
03,Finland,Germany,636
03,Finland,Spain,447
03,Finland,United Kingdom,353
03,Finland,Denmark,308
03,Finland,Estonia,255
03,Finland,Norway,254
03,Finland,Russia,231
03,Finland,Latvia,213
03,Finland,France,209
03,Finland,Netherlands,180
03,Finland,Belgium,139
03,Finland,Italy,129
03,Finland,Poland,126
03,Finland,Switzerland,117
03,Finland,Japan,106
03,Finland,Thailand,98
03,Finland,Czech Republic,97
03,Finland,Austria,87
03,Finland,Hungary,66
03,Finland,Turkey,65
03,Finland,China,63
03,Finland,Lithuania,59
